id,year,violent,murder,robbery,prisoners,afam,cauc,male,population,income,density,law,State__alabama,State__alaska,State__albama,State__arizona,State__arkansas,State__california,State__colorado,State__connecticut,State__delaware,State__district of columbia,State__florida,State__georgia,State__hawaii,State__idaho,State__illinois,State__indiana,State__iowa,State__kansas,State__kentucky,State__louisiana,State__maine,State__maryland,State__massachusetts,State__michigan,State__minnesota,State__mississippi,State__missouri,State__montana,State__nebraska,State__nevada,State__new hampshire,State__new jersey,State__new mexico,State__new york,State__north carolina,State__north dakota,State__ohio,State__oklahoma,State__oregon,State__pennsylvania,State__rhode island,State__south carolina,State__south dakota,State__tennessee,State__texas,State__utah,State__vermont,State__virginia,State__washington,State__west virginia,State__wisconsin,State__wyoming
81,1988,422.7,8.7,84.1,227.0,5.485951999999999,58.945040000000006,15.35794,2.342638,13704.587200188844,0.044983300000000004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1989,473.7,8.4,110.6,230.0,5.507787,58.81361,15.121379999999998,2.346387,13704.587200188844,0.0450552,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1990,532.2,10.3,113.2,261.0,5.545241000000001,61.01876,14.935039999999999,2.354343,13704.587200188844,0.0452106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1991,593.3,11.1,135.6,277.0,5.603151,60.95456,14.807570000000002,2.370666,13704.587200188844,0.0455241,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1992,576.5,10.8,125.5,317.0,5.660378,60.805240000000005,14.68971,2.394098,13704.587200188844,0.045974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1993,593.3,10.2,124.9,340.0,5.731631,60.919619999999995,14.56569,2.423743,13704.587200188844,0.0465433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1994,595.1,12.0,128.7,327.0,5.748989,61.006769999999996,14.45512,2.450605,13704.587200188844,0.0470591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1995,553.2,10.4,125.7,345.0,5.777742,60.962669999999996,14.39696,2.480121,13704.587200188844,0.0476259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1996,524.0,9.0,114.0,361.0,5.83566,60.96301999999999,14.368839999999999,2.504858,13704.587200188844,0.048101,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1997,526.9,9.9,111.5,357.0,5.884809,61.0488,14.30606,2.524007,13704.587200188844,0.048468699999999997,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1998,490.2,7.9,96.2,392.0,5.917338,61.09908000000001,14.253160000000001,2.538202,13704.587200188844,0.0487413,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1999,425.2,5.6,79.3,415.0,5.961926999999999,61.2114,14.17539,2.551373,13704.587200188844,0.048994199999999995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1977,706.0,11.5,287.0,85.0,5.0116629999999995,65.51935999999999,18.78835,22.3524,13704.587200188844,0.1429538,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1978,742.9,11.7,306.1,80.0,5.16054,65.27906999999999,18.63814,22.83596,13704.587200188844,0.1460464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1979,811.1,13.0,333.8,88.0,5.299742,64.99982,18.49175,23.25689,13704.587200188844,0.1487384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1980,893.6,14.5,384.2,93.0,5.594304,64.43826999999999,18.38397,23.8008,13704.587200188844,0.15227739999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1981,863.0,13.0,388.2,98.0,5.764122,64.16476,18.330189999999998,24.28594,13704.587200188844,0.1553813,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1982,814.7,11.2,372.1,114.0,5.955957,63.59418,18.20489,24.82001,13704.587200188844,0.15879820000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1983,772.6,10.5,340.9,135.0,6.108492,63.024390000000004,18.008029999999998,25.360020000000002,13704.587200188844,0.1622533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1984,763.4,10.6,327.5,150.0,6.266548,62.47379,17.79389,25.84439,13704.587200188844,0.1653522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1985,765.3,10.5,327.7,162.0,6.419226999999999,61.9726,17.58418,26.44111,13704.587200188844,0.1691701,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1986,920.5,11.3,342.9,181.0,6.571936,61.4321,17.35141,27.102240000000002,13704.587200188844,0.1734,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1987,918.0,10.6,301.3,212.0,6.7125710000000005,60.96083,17.1327,27.77715,13704.587200188844,0.17771800000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1988,929.8,10.4,305.8,231.0,6.850673,60.545519999999996,16.92792,28.46425,13704.587200188844,0.1821141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1989,977.7,10.9,331.8,257.0,6.997949,60.14187,16.78493,29.218159999999997,13704.587200188844,0.1869376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1990,1045.2,11.9,377.0,283.0,7.156204,60.53821,16.61047,29.95011,13704.587200188844,0.1920211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1991,1089.9,12.7,411.3,311.0,7.26585,59.861630000000005,16.228720000000003,30.414109999999997,13704.587200188844,0.194996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1992,1119.7,12.7,424.1,318.0,7.394206,59.40586999999999,15.9039,30.87592,13704.587200188844,0.1979568,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1993,1077.8,13.1,405.1,339.0,7.5251850000000005,58.84095,15.59114,31.147209999999998,13704.587200188844,0.19969620000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1994,1013.0,11.8,356.8,368.0,7.618953,58.340140000000005,15.29132,31.31718,13704.587200188844,0.2007859,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1995,966.0,11.2,331.2,384.0,7.714913,57.91899,15.083770000000001,31.49352,13704.587200188844,0.2019165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1996,862.7,9.1,295.6,416.0,7.803103,57.64225,14.95196,31.780829999999998,13704.587200188844,0.2037585,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1997,798.3,8.0,252.5,446.0,7.907242,57.71131999999999,14.88057,32.21771,13704.587200188844,0.20655949999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1998,703.7,6.6,210.6,475.0,8.000757,57.91366,14.87256,32.682790000000004,13704.587200188844,0.2095414,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1999,627.2,6.0,181.1,483.0,8.08967,58.14976,14.91536,33.14512,13704.587200188844,0.21250549999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1977,511.9,6.3,170.7,87.0,2.026637,72.37897,20.01816,2.696142,13704.587200188844,0.0259829,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1978,498.0,7.3,159.2,89.0,2.081794,72.41429000000001,19.80795,2.7667479999999998,13704.587200188844,0.026663299999999997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1979,522.1,5.8,157.0,93.0,2.115095,72.49131,19.576,2.849234,13704.587200188844,0.027458299999999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1980,528.6,6.9,160.1,90.0,2.207162,72.37984,19.3459,2.908803,13704.587200188844,0.0280786,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1981,531.7,8.1,159.5,96.0,2.2543439999999997,72.38009,19.03929,2.977895,13704.587200188844,0.028745499999999997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1982,504.2,6.0,150.6,92.0,2.313977,72.21121,18.55973,3.061569,13704.587200188844,0.0295533,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1983,476.4,6.4,126.4,108.0,2.368948,71.82253,18.046879999999998,3.133628,13704.587200188844,0.0302488,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1984,457.8,5.8,114.0,109.0,2.4242060000000003,71.46875,17.527420000000003,3.169987,13704.587200188844,0.0305998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1985,471.0,5.8,124.2,104.0,2.4917439999999997,71.09286999999999,17.115470000000002,3.208717,13704.587200188844,0.030973700000000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1986,523.6,7.0,144.8,103.0,2.547748,70.60625,16.647070000000003,3.237447,13704.587200188844,0.031251,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1987,467.5,5.8,118.8,115.0,2.5992509999999998,70.12352,16.224120000000003,3.260478,13704.587200188844,0.0314733,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1988,472.6,5.7,98.8,145.0,2.643703,69.71968000000001,15.81841,3.262281,13704.587200188844,0.031490699999999996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1989,471.4,4.4,90.0,174.0,2.698713,69.4189,15.471110000000001,3.275821,13704.587200188844,0.0316214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1990,526.0,4.2,90.6,207.0,2.7509930000000002,70.51215,15.20009,3.303862,13704.587200188844,0.0318506,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1991,559.3,5.9,107.4,209.0,2.798311,70.5401,14.87783,3.3675669999999998,13704.587200188844,0.0324647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1992,578.8,6.2,120.5,249.0,2.829628,70.58759,14.6569,3.4599949999999997,13704.587200188844,0.033355800000000005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1993,567.3,5.8,116.7,256.0,2.879706,70.76588000000001,14.46057,3.5608839999999997,13704.587200188844,0.0343284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1994,509.6,5.4,106.9,262.0,2.920543,70.96488000000001,14.287379999999999,3.6539099999999998,13704.587200188844,0.0352252,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1995,440.2,5.8,96.2,289.0,2.947571,71.1405,14.21173,3.738061,13704.587200188844,0.0360365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1996,404.5,4.7,98.2,292.0,2.973025,71.1972,14.178820000000002,3.8127160000000004,13704.587200188844,0.036756199999999996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1997,363.2,4.0,83.3,322.0,3.003526,71.1914,14.200729999999998,3.891293,13704.587200188844,0.0375137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1998,377.9,4.6,81.5,342.0,3.0584279999999997,71.09323,14.23766,3.9689669999999997,13704.587200188844,0.0382625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1999,340.5,4.6,75.3,357.0,3.094968,71.19784,14.238560000000001,4.056133,13704.587200188844,0.0391028,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1977,282.3,4.2,129.5,62.0,2.625869,69.83115,17.53661,3.085722,13704.587200188844,0.6346611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1978,315.0,4.2,154.8,53.0,2.68661,69.85175,17.44055,3.091629,13704.587200188844,0.635876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1979,414.2,4.2,193.3,70.0,2.759993,69.8198,17.33737,3.095914,15052.21,0.6367573000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1980,412.5,4.7,218.0,69.0,2.878027,69.61650999999999,17.24054,3.1131740000000003,15038.75,0.638993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1981,448.1,5.4,246.1,68.0,2.987402,69.48974,17.183529999999998,3.128839,15196.04,0.6422083000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1982,399.5,5.2,208.5,95.0,3.083773,69.11452,16.99181,3.1390119999999997,15379.9,0.6442964,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1983,375.0,4.1,200.6,114.0,3.172015,68.65659000000001,16.76026,3.162343,15799.0,0.6490852,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1984,393.8,3.9,190.5,114.0,3.261486,68.23031999999999,16.47208,3.180023,16859.22,0.6527141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1985,402.0,3.8,190.0,119.0,3.3486010000000004,67.74603,16.17114,3.2011279999999998,17374.54,0.657046,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1986,425.8,4.6,192.2,127.0,3.435485,67.21826,15.879370000000002,3.223737,18214.54,0.6616866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1987,419.0,4.9,178.1,135.0,3.523706,66.7266,15.539879999999998,3.247291,19201.91,0.6665211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1988,455.4,5.4,187.6,144.0,3.6174980000000003,66.2566,15.22223,3.271958,20213.89,0.6715842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1989,511.8,5.9,214.8,146.0,3.704991,65.67208000000001,14.87585,3.283409,20714.99,0.6739345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,1990,553.7,5.1,234.8,194.0,3.790024,67.24413,14.53457,3.289056,20372.83,0.6788557,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,1991,539.7,5.7,224.4,238.0,3.877986,66.6134,14.128670000000001,3.28864,19636.85,0.6787698,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1992,495.3,5.1,210.9,263.0,3.949469,66.03352,13.758239999999999,3.274997,20330.85,0.6759539999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1993,456.2,6.3,196.7,268.0,4.025792,65.46114,13.459760000000001,3.272325,20395.78,0.6754025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1994,455.5,6.6,187.8,320.0,4.081422,65.08693000000001,13.17764,3.2683459999999998,20517.5,0.6745812,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1995,405.9,4.6,163.2,321.0,4.1329519999999995,64.80254000000001,12.9683,3.2652930000000002,20893.34,0.6739510999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1996,412.0,4.8,169.6,318.0,4.208807,64.68811,12.819989999999999,3.26703,21254.72,0.6743096,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1997,390.9,3.8,152.9,314.0,4.2994769999999995,64.64516,12.72505,3.268514,13704.587200188844,0.6746159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1998,366.3,4.1,133.8,397.0,4.391971,64.35552,12.7314,3.272563,13704.587200188844,0.6754515999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1999,345.6,3.3,123.5,372.0,4.480762,64.13895,12.77051,3.282031,13704.587200188844,0.6774058000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1977,382.1,6.0,157.0,118.0,5.74693,64.15755,18.575129999999998,0.591829,13704.587200188844,0.29860190000000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
